10,0.0
10,0.4978723404255319
13,0.5841945288753799
10,0.5966565349544073
13,0.5799392097264437
10,0.5860182370820669
13,0.5948328267477203
10,0.568693009118541
13,0.4978723404255319
10,0.4978723404255319
13,0.5863221884498481
10,0.5656534954407295
13,0.5905775075987842
10,0.5854103343465046
13,0.4978723404255319
10,0.4978723404255319
13,0.5386018237082066
10,0.5896656534954408
13,0.502127659574468
10,0.5884498480243161
13,0.4978723404255319
10,0.5851063829787234
13,0.5738601823708207
10,0.5866261398176292
13,0.5896656534954408
10,0.4978723404255319
13,0.5072948328267477
10,0.5930091185410334
13,0.4978723404255319
10,0.5863221884498481
13,0.502127659574468
10,0.4978723404255319
13,0.4978723404255319
10,0.5939209726443769
13,0.5316109422492401
10,0.5927051671732523
13,0.5851063829787234
10,0.502127659574468
13,0.4978723404255319
10,0.5826747720364741
13,0.4978723404255319
10,0.4978723404255319
13,0.5884498480243161
10,0.4978723404255319
13,0.4978723404255319
10,0.5860182370820669
13,0.5878419452887538
10,0.5866261398176292
13,0.4978723404255319
10,0.5908814589665653
13,0.5610942249240122
10,0.502127659574468
13,0.5772036474164134
10,0.4978723404255319
13,0.5644376899696049
10,0.5680851063829787
13,0.5820668693009119
10,0.5741641337386019
